INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,location,Count
Northbound Deerfoot Trail at 32 Avenue NE,2 vehicle incident.,02/14/2017 04:28:54 PM,02/14/2017 04:52:11 PM,NE,-114.038032334448,51.0866364874556,"(51.0866364874556, -114.038032334448)",1
Westbound McKnight Boulevard at Barlow Trail NE,Single vehicle incident.,02/14/2017 04:44:00 PM,02/14/2017 04:52:11 PM,NE,-114.003921890327,51.0928962668731,"(51.0928962668731, -114.003921890327)",1
Southbound Deerfoot Trail past Peigan Trail SE,2 vehicle incident.,02/14/2017 04:50:31 PM,02/14/2017 04:52:11 PM,SE,-114.00896332604,51.0112201419317,"(51.0112201419317, -114.00896332604)",1
Northbound Deerfoot Trail at 16 Avenue NE,2 vehicle incident.,02/14/2017 05:22:26 PM,02/14/2017 05:23:19 PM,NE,-114.028551292521,51.0673798693422,"(51.0673798693422, -114.028551292521)",1
Eastbound McKnight Boulevard at Centre Street N,Multi vehicle incident.,02/14/2017 05:34:49 PM,02/14/2017 05:48:01 PM,NW,-114.062427515694,51.0961033579573,"(51.0961033579573, -114.062427515694)",1
Southbound Edmonton Trail at 15 Avenue NE,Single vehicle incident.,02/14/2017 05:56:47 PM,02/14/2017 06:20:46 PM,NE,-114.056204755458,51.0659893861571,"(51.0659893861571, -114.056204755458)",1
John Laurie Boulevard at 53 Street NW,2 vehicle incident.,02/14/2017 06:40:46 PM,02/14/2017 06:42:26 PM,NW,-114.155055603589,51.1147270037248,"(51.1147270037248, -114.155055603589)",1
Northmount Drive at Thorneycroft Drive NW,2 vehicle incident.,02/14/2017 09:00:12 PM,02/14/2017 09:01:11 PM,NW,-114.074252794986,51.1019698345886,"(51.1019698345886, -114.074252794986)",1
Northbound Deerfoot Trail at 24 Street SE,Single vehicle incident.,02/15/2017 12:03:22 AM,02/15/2017 12:04:53 AM,SE,-114.011069831956,50.9508144056894,"(50.9508144056894, -114.011069831956)",1
Eastbound Peigan Trail at 26 Street SE,Single vehicle incident.,02/15/2017 07:46:29 AM,02/15/2017 07:49:54 AM,SE,-113.999507463659,51.0154057674184,"(51.0154057674184, -113.999507463659)",1
Southbound Crowchild Trail at 50 Avenue SW,2 vehicle incident.,02/15/2017 08:48:26 AM,02/15/2017 08:50:16 AM,SW,-114.118131860844,51.0082010626085,"(51.0082010626085, -114.118131860844)",1
Westbound 16 Avenue at Bowfort Road NW,Single vehicle incident.,02/15/2017 10:17:37 AM,02/15/2017 10:19:11 AM,NW,-114.209112221664,51.0835855318146,"(51.0835855318146, -114.209112221664)",1
Bonaventure Drive at 94 Avenue SE,2 vehicle incident.,02/15/2017 10:43:46 AM,02/15/2017 10:44:36 AM,SE,-114.068768219264,50.9686342652326,"(50.9686342652326, -114.068768219264)",1
Eastbound Memorial Drive at 19 Street NW,2 vehicle incident.,02/15/2017 12:51:18 PM,02/15/2017 12:52:30 PM,NW,-114.106125423731,51.0491480905953,"(51.0491480905953, -114.106125423731)",1
Eastbound 130 Avenue at 52 Street SE,2 vehicle incident.,02/15/2017 01:23:44 PM,02/15/2017 01:24:39 PM,SE,-113.958800382341,50.931567762864,"(50.931567762864, -113.958800382341)",1
Sunridge Way at 32 Street NE,Incident involving a pedestrian.,02/15/2017 01:48:45 PM,02/15/2017 01:49:46 PM,NE,-113.989282376106,51.0690459585901,"(51.0690459585901, -113.989282376106)",1
Northbound Deerfoot Trail at Memorial Drive SE,Multi vehicle incident blocking the right lane.,02/15/2017 02:11:40 PM,02/15/2017 02:13:33 PM,SE,-114.019434255636,51.0488598764172,"(51.0488598764172, -114.019434255636)",1
Southbound Deerfoot Trail approaching Glenmore Trail SE,Multi vehicle incident in the left lane,02/15/2017 03:45:50 PM,02/15/2017 03:50:41 PM,SE,-114.039173086226,50.9941566757218,"(50.9941566757218, -114.039173086226)",1
Southbound Deerfoot Trail after Glenmore Trail SE,2 vehicle incident in the left lane,02/15/2017 04:42:40 PM,02/15/2017 04:44:31 PM,SE,-114.035543355644,50.9866004563659,"(50.9866004563659, -114.035543355644)",1
Southbound Deerfoot Trail approaching Glenmore Trail SE,2 vehicle incident,02/15/2017 04:30:43 PM,02/15/2017 04:44:31 PM,SE,-114.0344527258,50.9965267981236,"(50.9965267981236, -114.0344527258)",1
Westbound 6 Avenue at 9 Street SW,Multi vehicle incident,02/15/2017 05:21:29 PM,02/15/2017 05:22:32 PM,SW,-114.083760617465,51.04803328176,"(51.04803328176, -114.083760617465)",1
Westbound Memorial Drive exit to Crowchild Trail NW,Multi vehicle incident,02/15/2017 05:15:52 PM,02/15/2017 05:22:32 PM,NW,-114.117825801179,51.0515028880757,"(51.0515028880757, -114.117825801179)",1
Southbound Deerfoot Trail approaching Memorial Drive NE,Multi vehicle incident blocking the right lane,02/15/2017 06:15:53 PM,02/15/2017 06:17:53 PM,NE,-114.019434255636,51.0488598764172,"(51.0488598764172, -114.019434255636)",1
Eastbound Stoney Trail approaching Sarcee Trail NW,Single vehicle incident.,02/15/2017 09:23:39 PM,02/15/2017 09:26:14 PM,NW,-114.170349642145,51.1518054632903,"(51.1518054632903, -114.170349642145)",1
Eastbound McKnight Boulevard at Centre Street NE,Incident involving a pedestrian.,02/15/2017 10:57:18 PM,02/15/2017 11:02:33 PM,NE,-114.062427515694,51.0961033579573,"(51.0961033579573, -114.062427515694)",1
Lakeview Drive at 37 Street SW,Incident involving a pedestrian.,02/15/2017 11:27:00 PM,02/15/2017 11:27:41 PM,SW,-114.141015046839,51.0067059452252,"(51.0067059452252, -114.141015046839)",1
Northbound Macleod Trail at Lake Fraser Drive SE,Multi vehicle incident.,02/16/2017 07:45:21 AM,02/16/2017 07:47:45 AM,SE,-114.070362048307,50.9478733729087,"(50.9478733729087, -114.070362048307)",1
Westbound Nose Hill Drive at 87 Street NW,Single vehicle incident.,02/16/2017 08:12:22 AM,02/16/2017 08:13:25 AM,NW,-114.217300388207,51.1045378370755,"(51.1045378370755, -114.217300388207)",1
Northbound Crowchild Trail at Shaganappi Trail NW,Single vehicle incident.,02/16/2017 08:01:44 AM,02/16/2017 08:13:25 AM,NW,-114.152734549261,51.1001944351718,"(51.1001944351718, -114.152734549261)",1
Northbound Crowchild Trail at 2 Avenue NW,Multi vehicle incident in the right lane,02/16/2017 02:22:09 PM,02/16/2017 02:23:06 PM,NW,-114.117828974111,51.054383282443,"(51.054383282443, -114.117828974111)",1
Westbound Canyon Meadows Drive approaching Acadia Drive SE,Single vehicle incident,02/16/2017 03:49:02 PM,02/16/2017 03:51:30 PM,SE,-114.04883864707,50.9297584753216,"(50.9297584753216, -114.04883864707)",1
Southbound Macleod Trail at 99 Avenue S,Multi vehicle incident in the right lane,02/16/2017 04:30:33 PM,02/16/2017 04:41:51 PM,SE,-114.071725341954,50.9610741738348,"(50.9610741738348, -114.071725341954)",1
Sirocco Drive at Signature Way SW,2 vehicle incident,02/16/2017 04:40:45 PM,02/16/2017 04:41:51 PM,SW,-114.174881045817,51.0307736381669,"(51.0307736381669, -114.174881045817)",1
Northbound Deerfoot Trail approaching McKnight Boulevard NE,2 vehicle incident,02/16/2017 05:44:00 PM,02/16/2017 05:45:22 PM,NE,-114.038176693294,51.0873952582888,"(51.0873952582888, -114.038176693294)",1
11 Avenue at 9 Street SW,Incident involving a pedestrian,02/16/2017 05:33:10 PM,02/16/2017 05:45:22 PM,SW,-114.083923298796,51.0429578310133,"(51.0429578310133, -114.083923298796)",1
Bow Bottom Trail at Deerfoot Trail SE,Single vehicle incident,02/16/2017 09:19:42 PM,02/16/2017 09:20:55 PM,SE,-114.023891174022,50.9527458497239,"(50.9527458497239, -114.023891174022)",1
14 Street at N Haven Drive NW,Single vehicle incident.,02/17/2017 12:21:58 AM,02/17/2017 12:23:01 AM,NW,-114.094767691935,51.092158891007,"(51.092158891007, -114.094767691935)",1
37 Street at 26 Avenue SW,The traffic lights are blank. The crews have been dispatched.,02/17/2017 10:19:11 AM,02/17/2017 10:20:49 AM,SW,-114.14113392099,51.0300518993946,"(51.0300518993946, -114.14113392099)",1
Westbound 16 Avenue at Deerfoot Trail NE,2 vehicle incident.,02/17/2017 01:51:25 PM,02/17/2017 01:52:59 PM,NE,-114.028551292521,51.0673798693422,"(51.0673798693422, -114.028551292521)",1
50 Avenue at Barlow Trail SE,"2 vehicle incident, blocking the northbound and southbound traffic.",02/17/2017 02:18:03 PM,02/17/2017 02:19:15 PM,SE,-114.00187681285,51.0087321875477,"(51.0087321875477, -114.00187681285)",1
Northbound Deerfoot Trail approaching 17 Avenue SE,Single vehicle incident.,02/17/2017 02:36:11 PM,02/17/2017 02:51:03 PM,SE,-113.997565792058,51.0323002091134,"(51.0323002091134, -113.997565792058)",1
Nose Hill Drive at Country Hills Boulevard NW,2 vehicle incident,02/17/2017 02:50:09 PM,02/17/2017 02:51:03 PM,NW,-114.182266862298,51.1409706926059,"(51.1409706926059, -114.182266862298)",1
Crowchild Trail at Kensington Road NW,2 vehicle incident blocking the left lane in both directions,02/17/2017 03:16:18 PM,02/17/2017 03:25:31 PM,NW,-114.1178358573,51.0524306176428,"(51.0524306176428, -114.1178358573)",1
Southbound Deerfoot Trail at Peigan Trail SE,2 vehicle incident in the left lane,02/17/2017 03:24:28 PM,02/17/2017 03:25:31 PM,SE,-114.002709773666,51.0197591255008,"(51.0197591255008, -114.002709773666)",1
Northbound Deerfoot Trail at McKnight Boulevard NE,Stalled vehicle,02/17/2017 04:47:21 PM,02/17/2017 04:52:02 PM,NE,-114.04214133969,51.0980446650932,"(51.0980446650932, -114.04214133969)",1
Auburn Shore Way and Auburn Bay Avenue SE,Incident involving a pedestrian,02/17/2017 05:08:04 PM,02/17/2017 05:24:42 PM,SE,-113.953103312786,50.8930636848012,"(50.8930636848012, -113.953103312786)",1
Falconridge Boulevard at Falconridge Drive NE,2 vehicle incident,02/17/2017 07:28:23 PM,02/17/2017 07:29:36 PM,NE,-113.958256949407,51.0998329391857,"(51.0998329391857, -113.958256949407)",1
Southport Road at Southport Way SW,2 vehicle incident,02/18/2017 10:21:32 AM,02/18/2017 10:22:58 AM,SW,-114.073056821065,50.9577659767365,"(50.9577659767365, -114.073056821065)",1
18 Street at 24 Street SE,The traffic light is blank. The crews have been dispatched.,02/18/2017 01:51:16 PM,02/18/2017 01:52:17 PM,SE,-114.001650243312,50.9564757523753,"(50.9564757523753, -114.001650243312)",1
Northbound Deerfoot Trail past McKnight Boulevard NE,2 vehicle incident.,02/18/2017 02:28:48 PM,02/18/2017 03:22:24 PM,NE,-114.044494997523,51.1011142076719,"(51.1011142076719, -114.044494997523)",1
23 Avenue at 4 Street SW,The traffic lights are on flash.,02/18/2017 05:27:22 PM,02/18/2017 05:55:20 PM,SW,-114.071508881117,51.0324799074485,"(51.0324799074485, -114.071508881117)",1
25 Avenue at 4 Street SW,The traffic lights are on flash.,02/18/2017 05:25:26 PM,02/18/2017 05:55:20 PM,SW,-114.071508520442,51.0305779452201,"(51.0305779452201, -114.071508520442)",1
25 Avenue at 2 Street SW,The traffic lights are on flash.,02/18/2017 05:26:24 PM,02/18/2017 05:55:20 PM,SW,-114.069033666228,51.0305067961009,"(51.0305067961009, -114.069033666228)",1
Nolan Hill Drive at Nolan Hill Boulevard NW,Multi vehicle incident.,02/18/2017 07:57:58 PM,02/18/2017 07:59:36 PM,NW,-114.170507117427,51.1788626258681,"(51.1788626258681, -114.170507117427)",1
Westbound Bow Trail approaching Sarcee Trail SW,Multi vehicle incident blocking the right lanes,02/18/2017 11:50:18 PM,02/18/2017 11:53:13 PM,SW,-114.159393412205,51.050941449658,"(51.050941449658, -114.159393412205)",1
Macleod Trail at 61 Avenue SE,2 vehicle incident.,02/21/2017 09:22:28 PM,02/21/2017 09:23:17 PM,SE,-114.071677723224,50.9977463493722,"(50.9977463493722, -114.071677723224)",1
Eastbound Glenmore Trail at 69 Street SW,Multi-vehicle incident.,02/22/2017 07:39:11 AM,02/22/2017 07:53:04 AM,SW,-114.203081358765,51.0179410683491,"(51.0179410683491, -114.203081358765)",1
17 Avenue at 38 Street SW,2 vehicle incident.,02/22/2017 08:51:29 AM,02/22/2017 08:52:24 AM,SW,-114.142590967376,51.037786804235,"(51.037786804235, -114.142590967376)",1
Southbound Nose Hill Drive approaching Crowchild Trail NW,2 vehicle incident in the right lane.,02/22/2017 08:41:29 AM,02/22/2017 08:52:24 AM,NW,-114.194895145176,51.1274203463215,"(51.1274203463215, -114.194895145176)",1
Peigan Trail exit to Southbound Deerfoot Trail SE,2 vehicle incident,02/25/2017 10:25:38 AM,02/25/2017 10:27:26 AM,SE,-114.005256240554,51.01500137989,"(51.01500137989, -114.005256240554)",1
37 Street at 45 Avenue SW,2 vehicle incident,02/25/2017 12:15:59 PM,02/25/2017 12:16:47 PM,SW,-114.141152727762,51.0147457988376,"(51.0147457988376, -114.141152727762)",1
Southbound 14 Street at 22 Avenue NW,Single vehicle incident.,02/19/2017 05:43:46 AM,02/19/2017 05:50:54 AM,NW,-114.094729155756,51.0723152876661,"(51.0723152876661, -114.094729155756)",1
Dartmouth Road at 25 Avenue SE,Single vehicle incident.,02/19/2017 07:44:48 AM,02/19/2017 07:45:33 AM,SE,-114.043679679567,51.0282990020076,"(51.0282990020076, -114.043679679567)",1
Eastbound Heritage Drive approaching Blackfoot Trail SE,2 vehicle incident blocking 2 right lanes.,02/19/2017 08:50:07 AM,02/19/2017 09:22:36 AM,SE,-114.050831643892,50.9806534272453,"(50.9806534272453, -114.050831643892)",1
Southbound Stoney Trail at Nose Hill Drive NW,Single vehicle incident.,02/19/2017 09:06:09 AM,02/19/2017 09:22:36 AM,NW,-114.226176821629,51.1069389517529,"(51.1069389517529, -114.226176821629)",1
Eastbound Stoney Trail at Metis Trail NE,Single vehicle incident.,02/19/2017 07:15:37 PM,02/19/2017 07:16:29 PM,NE,-113.974931319276,51.1757858885742,"(51.1757858885742, -113.974931319276)",1
Centre Street at 3 Avenue S,Incident involving a pedestrian,02/20/2017 12:16:33 AM,02/20/2017 12:17:35 AM,SE,-114.062684660062,51.0502825898921,"(51.0502825898921, -114.062684660062)",1
Northbound Stoney Trail at Country Hills Boulevard NE,Single vehicle incident.,02/20/2017 08:51:27 AM,02/20/2017 08:52:57 AM,NE,-113.928899564551,51.1543479324076,"(51.1543479324076, -113.928899564551)",1
Chaparral Boulevard at Chaparral Ridge Drive SE,There is an incident involving a pedestrian.,02/20/2017 09:53:03 AM,02/20/2017 09:54:38 AM,NE,-114.024630531866,50.885899743261,"(50.885899743261, -114.024630531866)",1
52 Street at Seton Boulevard SE,Single vehicle incident.,02/20/2017 03:02:26 PM,02/20/2017 03:05:01 PM,SE,-113.942311116014,50.885138233446,"(50.885138233446, -113.942311116014)",1
1 Street Trail at 17 Avenue SE,2 vehicle incident.,02/20/2017 07:47:01 PM,02/20/2017 07:54:32 PM,SE,-114.058659222965,51.0378329973662,"(51.0378329973662, -114.058659222965)",1
Whitehorn Drive at 36 Street NE,Incident involving a pedestrian.,02/20/2017 08:33:04 PM,02/20/2017 08:35:15 PM,NE,-113.981963502793,51.0849655177715,"(51.0849655177715, -113.981963502793)",1
36 Street at Whitehorn Drive NE,Incident involving a pedestrian. The road is closed,02/20/2017 08:33:04 PM,02/20/2017 10:15:51 PM,NE,-113.981963502793,51.0849655177715,"(51.0849655177715, -113.981963502793)",1
Southbound Elbow Drive at Glenmore Trail SW,2 vehicle incident.,02/21/2017 06:10:13 AM,02/21/2017 06:11:46 AM,SW,-114.083916014515,50.9946277261426,"(50.9946277261426, -114.083916014515)",1
Northbound Deerfoot Trail at 32 Avenue NE,Multi-vehicle incident in the right lane.,02/21/2017 06:45:01 AM,02/21/2017 06:48:47 AM,NE,-114.038032334448,51.0866364874556,"(51.0866364874556, -114.038032334448)",1
Southbound Deerfoot Trail at 32 Avenue NE,2 vehicle incident in the left lane.,02/21/2017 07:14:16 AM,02/21/2017 07:25:13 AM,NW,-114.038032334448,51.0866364874556,"(51.0866364874556, -114.038032334448)",1
Eastbound 17 Avenue at 69 Street SW,2 vehicle incident.,02/21/2017 11:43:22 AM,02/21/2017 11:44:41 AM,SW,-114.188155477225,51.0380039801124,"(51.0380039801124, -114.188155477225)",1
17 Avenue at 9 Street SW,2 vehicle incident.,02/21/2017 12:30:28 PM,02/21/2017 12:43:36 PM,SW,-114.084255359888,51.0378166284707,"(51.0378166284707, -114.084255359888)",1
Glenmore Trail at 18 Street SE,2 vehicle incident.,02/21/2017 04:35:26 PM,02/21/2017 04:41:39 PM,SE,-114.020875891681,50.9835702016212,"(50.9835702016212, -114.020875891681)",1
Rocky Ridge Drive south of Rocky Valley Drive NW,Incident involving a pedestrian.,02/21/2017 04:40:00 PM,02/21/2017 04:41:39 PM,NW,-114.252805729736,51.1487501666897,"(51.1487501666897, -114.252805729736)",1
Northbound Deerfoot Trail north of 24 Street SE,2 vehicle incident.,02/21/2017 05:01:21 PM,02/21/2017 05:16:58 PM,SE,-114.011069831956,50.9508144056894,"(50.9508144056894, -114.011069831956)",1
