INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,location,Count
Northbound Crowchild Trail at Kensington Road NW,2 vehicle incident,03/30/2017 05:14:27 PM,03/30/2017 05:15:30 PM,NW,-114.11850138363,51.0524923335053,"(51.0524923335053, -114.11850138363)",1
Southbound Crowchild Trail exit to Glenmore Trail SW,Stalled vehicle,03/30/2017 05:49:44 PM,03/30/2017 05:51:00 PM,SW,-114.121071289426,51.0009971347515,"(51.0009971347515, -114.121071289426)",1
John Laurie Boulevard at McKnight Boulevard NW,Single vehicle incident.,03/30/2017 08:02:50 PM,03/30/2017 08:04:08 PM,NW,-114.083317961464,51.0973162573297,"(51.0973162573297, -114.083317961464)",1
Southbound Deerfoot Trail past Douglasdale Boulevard SE,Multi vehicle incident blocking 2 left lanes.,03/30/2017 09:58:33 PM,03/30/2017 10:12:12 PM,SE,-114.005303753851,50.9467413147404,"(50.9467413147404, -114.005303753851)",1
64 Avenue at Martindale Drive NE,2 vehicle incident.,03/31/2017 07:43:35 AM,03/31/2017 07:45:33 AM,NE,-113.95587333763,51.1109006478903,"(51.1109006478903, -113.95587333763)",1
Country Hills Boulevard at Country Village Way NE,2 vehicle incident.,03/31/2017 08:23:25 AM,03/31/2017 08:24:46 AM,NE,-114.060993028051,51.1542495400012,"(51.1542495400012, -114.060993028051)",1
Northbound Crowchild Trail at Bow Trail SW,2 vehicle incident.,03/31/2017 08:32:29 AM,03/31/2017 08:48:22 AM,SW,-114.115033311174,51.0423506150612,"(51.0423506150612, -114.115033311174)",1
4 Avenue at 11 Street SW,Traffic signals are stuck on red. Crews have been dispatched.,03/31/2017 09:07:27 AM,03/31/2017 09:20:28 AM,SW,-114.088319674554,51.0488028626609,"(51.0488028626609, -114.088319674554)",1
Westbound Glenmore Trail at McLeod Trail SE,Multi vehicle incident.,03/31/2017 12:04:55 PM,03/31/2017 12:08:03 PM,SE,-114.072037003149,50.9944276300291,"(50.9944276300291, -114.072037003149)",1
Southbound 52 Street at McKnight Boulevard NE,2 vehicle incident.,03/31/2017 12:39:19 PM,03/31/2017 12:40:17 PM,NE,-113.958475068889,51.0954167605372,"(51.0954167605372, -113.958475068889)",1
61 Avenue at 1A Street SW,Traffic lights are on flash. Crews have been dispatched.,03/31/2017 01:26:55 PM,03/31/2017 01:36:44 PM,SW,-114.06764646483,50.9976450105537,"(50.9976450105537, -114.06764646483)",1
Southbound Deerfoot Trail approaching Glenmore Trail SE,Multi-vehicle incident.,03/31/2017 03:13:09 PM,03/31/2017 03:14:18 PM,SE,-114.039173086226,50.9941566757218,"(50.9941566757218, -114.039173086226)",1
Southbound Deerfoot Trail between Airport Trail and Beddington Trail NE,Multi-vehicle incident.,03/31/2017 03:28:19 PM,03/31/2017 03:30:19 PM,NE,-114.044629743824,51.1323577683102,"(51.1323577683102, -114.044629743824)",1
Eastbound Airport Trail at 36 Street NE,2 vehicle incident.,03/31/2017 04:05:39 PM,03/31/2017 04:23:27 PM,NE,-113.984457084483,51.139618323155,"(51.139618323155, -113.984457084483)",1
Westbound 32 Avenue at 12 Street NE,2 vehicle incident.,03/31/2017 03:54:16 PM,03/31/2017 04:23:27 PM,NE,-114.026016882582,51.0815259135786,"(51.0815259135786, -114.026016882582)",1
Northbound 52 Street at 8 Avenue SE,2 vehicle incident.,03/31/2017 04:22:26 PM,03/31/2017 04:23:27 PM,NE,-113.958757017169,51.0451754383435,"(51.0451754383435, -113.958757017169)",1
Canyon Meadows Drive and Bonaventure Drive SE,Multi-vehicle incident in the intersection.,03/31/2017 04:57:46 PM,03/31/2017 05:14:20 PM,SE,-114.063125058226,50.9302399586209,"(50.9302399586209, -114.063125058226)",1
Northbound 47 Street at McKnight Boulevard NE,2 vehicle incident.,03/31/2017 06:02:54 PM,03/31/2017 06:04:13 PM,NE,-113.968652802256,51.0961443184783,"(51.0961443184783, -113.968652802256)",1
Southbound 36 Street at 26 Avenue NE,2 vehicle incident.,03/31/2017 06:44:44 PM,03/31/2017 06:46:06 PM,NE,-113.982237819668,51.0779103718622,"(51.0779103718622, -113.982237819668)",1
Northbound Shaganappi Trail at Stoney Trail NW,2 vehicle incident.,03/31/2017 06:58:52 PM,03/31/2017 07:01:26 PM,NW,-114.147933369876,51.1527364456253,"(51.1527364456253, -114.147933369876)",1
Southbound Crowchild Trail at Shaganappi Trail NW,Single vehicle incident.,03/31/2017 08:56:10 PM,03/31/2017 09:09:05 PM,NW,-114.152734549261,51.1001944351718,"(51.1001944351718, -114.152734549261)",1
Westbound Heritage Drive at Blackfoot Trail SE,Multi vehicle incident.,03/31/2017 09:07:54 PM,03/31/2017 09:09:05 PM,SE,-114.050831643892,50.9806534272453,"(50.9806534272453, -114.050831643892)",1
Westbound Glenmore Trail approaching 14 Street SW,Single vehicle incident.,03/31/2017 10:33:57 PM,03/31/2017 10:45:19 PM,SW,-114.101595818037,50.9963892678367,"(50.9963892678367, -114.101595818037)",1
16 Street at 2 Avenue NW,Incident involving a pedestrian,04/01/2017 11:12:20 AM,04/01/2017 11:16:27 AM,NW,-114.097785905224,51.0544480655534,"(51.0544480655534, -114.097785905224)",1
6 Avenue at 4 Street SE,Traffic signals are flashing red.,04/01/2017 12:05:10 PM,04/01/2017 12:07:32 PM,SE,-114.05306185795,51.0471566818005,"(51.0471566818005, -114.05306185795)",1
25 Avenue at Spiller Road SE,Traffic lights are on flash. Crews have been dispatched.,04/01/2017 06:21:06 PM,04/01/2017 06:23:27 PM,SE,-114.052368492328,51.0293411201502,"(51.0293411201502, -114.052368492328)",1
36 Street at 16 Avenue NE,Traffic lights are on flash. Crews have been dispatched.,04/01/2017 06:22:27 PM,04/01/2017 06:23:27 PM,NE,-113.989219053116,51.0670856594428,"(51.0670856594428, -113.989219053116)",1
Westbound 16 Avenue at 14 Street NW,2 vehicle incident.,04/01/2017 06:39:16 PM,04/01/2017 06:40:18 PM,NW,-114.096037227896,51.0670177605415,"(51.0670177605415, -114.096037227896)",1
126 Avenue at 52 Street SE,Traffic lights are stuck on red.,04/01/2017 08:53:21 PM,04/01/2017 08:54:52 PM,SE,-113.958715358141,50.9342461855999,"(50.9342461855999, -113.958715358141)",1
Northbound Macleod Trail at 99 Avenue SE,Multi vehicle incident.,04/01/2017 09:09:37 PM,04/01/2017 09:10:54 PM,SE,-114.072352005719,50.9610075320482,"(50.9610075320482, -114.072352005719)",1
52 Street at Prestwick Gate SE,2 vehicle incident.,04/01/2017 09:52:28 PM,04/01/2017 09:54:29 PM,SE,-113.958716823315,50.9255200388639,"(50.9255200388639, -113.958716823315)",1
Airport trail to southbound Deerfoot Trail NE,2 vehicle incident on the ramp.,04/01/2017 11:20:31 PM,04/01/2017 11:22:29 PM,NE,-114.03837871099,51.1415863632458,"(51.1415863632458, -114.03837871099)",1
9 Avenue at 6 Street SW,2 vehicle incident.,04/02/2017 04:54:46 AM,04/02/2017 04:55:57 AM,SW,-114.076378057758,51.0449859655463,"(51.0449859655463, -114.076378057758)",1
14 Street at 64 Avenue NW,Single vehicle incident,04/02/2017 09:16:46 AM,04/02/2017 09:19:41 AM,NW,-114.083572253516,51.1091278395816,"(51.1091278395816, -114.083572253516)",1
Southbound Deerfoot Trail at 32 Avenue NE,Single vehicle incident,04/02/2017 10:47:13 AM,04/02/2017 10:48:34 AM,NE,-114.038032334448,51.0866364874556,"(51.0866364874556, -114.038032334448)",1
Falconridge Boulevard at 64 Avenue NE,2 vehicle incident.,04/02/2017 02:40:28 PM,04/02/2017 02:41:35 PM,NE,-113.947340262316,51.1106893662139,"(51.1106893662139, -113.947340262316)",1
Eastbound 50 Avenue at Barlow Trail SE,Multi vehicle incident.,04/02/2017 03:00:25 PM,04/02/2017 03:02:03 PM,SE,-114.00187681285,51.0087321875477,"(51.0087321875477, -114.00187681285)",1
Westbound 162 Avenue at Macleod Trail SE,2 vehicle incident.,04/02/2017 04:52:31 PM,04/02/2017 04:53:48 PM,SE,-114.063555546693,50.9044675698726,"(50.9044675698726, -114.063555546693)",1
Eastbound Canyon Meadows Drive at Lake Fraser Drive SE,2 vehicle incident.,04/02/2017 05:12:49 PM,04/02/2017 05:14:08 PM,SE,-114.066436682472,50.9305738947399,"(50.9305738947399, -114.066436682472)",1
Northbound 14 Street at Memorial Drive NW,2 vehicle incident.,04/02/2017 05:29:22 PM,04/02/2017 05:30:48 PM,NW,-114.095938755173,51.0492648624507,"(51.0492648624507, -114.095938755173)",1
Falconridge Boulevard at Castleridge Boulevard NE,2 vehicle incident.,04/02/2017 06:18:25 PM,04/02/2017 06:19:29 PM,NE,-113.958763979051,51.0999562772749,"(51.0999562772749, -113.958763979051)",1
6 Avenue at 5 Street SW,Traffic lights are on flash. Crews have been dispatched.,04/02/2017 06:52:55 PM,04/02/2017 06:55:19 PM,SW,-114.073745930393,51.0477521783476,"(51.0477521783476, -114.073745930393)",1
6 Avenue at 3 Street SW,Traffic lights are on flash. Crews have been dispatched.,04/02/2017 06:54:00 PM,04/02/2017 06:55:19 PM,SW,-114.070246409911,51.0476448390504,"(51.0476448390504, -114.070246409911)",1
Eastbound Stoney Trail to Southbound Deerfoot Trail NE,Single vehicle incident.,04/03/2017 01:27:24 AM,04/03/2017 01:29:11 AM,NE,-114.015398455209,51.1761517268222,"(51.1761517268222, -114.015398455209)",1
Eastbound Airport Road at Barlow Trail NE,2 vehicle incident.,04/03/2017 04:09:38 AM,04/03/2017 04:18:05 AM,NE,-114.001641996661,51.1342142631658,"(51.1342142631658, -114.001641996661)",1
16 Avenue and 44 Street SE,Multi-vehicle incident.,04/03/2017 03:22:40 PM,04/03/2017 03:23:26 PM,SE,-113.970012207609,51.0393930732211,"(51.0393930732211, -113.970012207609)",1
Northbound Elbow Drive at Heritage Drive SW,Multi-vehicle incident.,04/03/2017 03:49:41 PM,04/03/2017 03:51:05 PM,SW,-114.083148359469,50.9795722073732,"(50.9795722073732, -114.083148359469)",1
37 Street at 46 Avenue SW,Single vehicle incident.,04/03/2017 05:10:04 PM,04/03/2017 05:10:59 PM,SW,-114.141147607986,51.012448914478,"(51.012448914478, -114.141147607986)",1
Southbound Stoney Trail approaching 114 Avenue SE,Single vehicle incident.,04/03/2017 09:43:36 PM,04/03/2017 09:45:36 PM,SE,-113.929481640384,50.9494147738947,"(50.9494147738947, -113.929481640384)",1
Northbound Shaganappi Trail at 32 Avenue NW,Single vehicle incident.,04/03/2017 10:38:55 PM,04/03/2017 10:40:16 PM,NW,-114.152679928868,51.0815282691386,"(51.0815282691386, -114.152679928868)",1
Eastbound Glenmore Trail at Deerfoot Trail SE,2 vehicle incident.,04/04/2017 08:25:30 AM,04/04/2017 08:32:54 AM,SE,-114.039173086226,50.9941566757218,"(50.9941566757218, -114.039173086226)",1
36 Avenue at Elbow Drive SW,2 vehicle incident.,04/04/2017 08:32:09 AM,04/04/2017 08:32:54 AM,SW,-114.077825796889,51.0216579514504,"(51.0216579514504, -114.077825796889)",1
36 Street at 32 Avenue NE,2 vehicle incident.,04/04/2017 09:45:43 AM,04/04/2017 09:46:47 AM,NE,-113.982326053819,51.0815499466756,"(51.0815499466756, -113.982326053819)",1
9 Avenue at 9 Street SW,2 vehicle incident.,04/04/2017 02:03:38 PM,04/04/2017 02:04:25 PM,SW,-114.083766313698,51.0451820942309,"(51.0451820942309, -114.083766313698)",1
46 Avenue at Manhattan Road SE,2 vehicle incident.,04/04/2017 03:46:58 PM,04/04/2017 03:47:42 PM,SE,-114.048758897612,51.0112679372033,"(51.0112679372033, -114.048758897612)",1
Northbound Deerfoot Trail at Memorial Drive SE,Single vehicle incident.,04/05/2017 01:16:33 AM,04/05/2017 01:17:55 AM,SE,-114.019434255636,51.0488598764172,"(51.0488598764172, -114.019434255636)",1
Westbound Glenmore Trail at Crowchild Trail SW,2 vehicle incident on the ramp.,04/05/2017 10:21:15 AM,04/05/2017 10:24:35 AM,SW,-114.121071289426,51.0009971347515,"(51.0009971347515, -114.121071289426)",1
52 Street between Peigan Trail and 20 Avenue SE,Due to a structure fire the road is closed.  Please use an alternate route.,04/05/2017 11:59:55 AM,04/05/2017 12:02:43 PM,SE,-113.958398447734,51.0355228472938,"(51.0355228472938, -113.958398447734)",1
Westbound Country Hills Boulevard approaching 36 Street NE,Multi vehicle incident.,04/05/2017 05:01:11 PM,04/05/2017 05:12:07 PM,NE,-113.981723944242,51.1542598782656,"(51.1542598782656, -113.981723944242)",1
Northbound 14 Street approaching Heritage Drive SW,2 vehicle incident,04/05/2017 06:26:03 PM,04/05/2017 06:27:14 PM,SW,-114.09469972554,50.9786184028559,"(50.9786184028559, -114.09469972554)",1
14 Street at 75 Avenue SW,Traffic signals are flashing red. Crews have been dispatched.,04/05/2017 07:41:09 PM,04/05/2017 07:42:09 PM,NW,-114.096251526404,50.988136646003,"(50.988136646003, -114.096251526404)",1
Southbound Ogden Road at Glenmore Trail SE,2 vehicle incident,04/06/2017 08:46:21 AM,04/06/2017 08:48:43 AM,SE,-113.998966127967,50.979584263212,"(50.979584263212, -113.998966127967)",1
Westbound McKnight Boulevard at Deerfoot Trail NE,Multi vehicle incident,04/06/2017 10:58:12 AM,04/06/2017 10:59:19 AM,NE,-114.038506255882,51.09614020227,"(51.09614020227, -114.038506255882)",1
8 Avenue at 4 Street SW,2 vehicle incident,04/06/2017 01:21:41 PM,04/06/2017 01:22:38 PM,SW,-114.071479716098,51.0457718898512,"(51.0457718898512, -114.071479716098)",1
Eastbound Glenmore Trail at 68 Street SE,2 vehicle incident blocking the left lane.,04/06/2017 04:08:21 PM,04/06/2017 04:09:03 PM,SE,-113.935188811537,50.9796441415583,"(50.9796441415583, -113.935188811537)",1
Eastbound Douglasdale Boulevard at Deerfoot Trail SE,2 vehicle incident.,04/06/2017 04:29:59 PM,04/06/2017 04:30:48 PM,SE,-114.005303753851,50.9467413147404,"(50.9467413147404, -114.005303753851)",1
14 Street at 8 Avenue NW,2 vehicle incident.,04/06/2017 05:28:18 PM,04/06/2017 05:29:22 PM,NW,-114.094725297283,51.0596600367667,"(51.0596600367667, -114.094725297283)",1
Northbound Deerfoot Trail at McKnight Boulevard NE,2 vehicle incident.,04/06/2017 06:26:46 PM,04/06/2017 06:27:38 PM,NE,-114.047813927993,51.0961475541505,"(51.0961475541505, -114.047813927993)",1
Northbound 37 Street at 13 Avenue SW,2 vehicle incident.,04/06/2017 10:52:58 PM,04/06/2017 10:55:49 PM,SW,-114.141123385366,51.0415099810424,"(51.0415099810424, -114.141123385366)",1
Macleod Trail at 86 Avenue SE,Traffic signals are flashing red. Crews have been dispatched.,04/07/2017 05:52:41 AM,04/07/2017 05:55:59 AM,SE,-114.065305345695,51.0114163733637,"(51.0114163733637, -114.065305345695)",1
52 Street at 72 Avenue SE,2 vehicle incident.,04/07/2017 05:55:34 AM,04/07/2017 05:55:58 AM,SE,-113.95903137389,50.9895608259044,"(50.9895608259044, -113.95903137389)",1
9 Avenue at 10 Street SW,Single vehicle incident.,04/07/2017 10:38:28 AM,04/07/2017 10:39:07 AM,SW,-114.086225426828,51.0452515046386,"(51.0452515046386, -114.086225426828)",1
Northbound Crowchild Trail at 5 Avenue NW,2 vehicle incident,04/07/2017 02:08:12 PM,04/07/2017 02:09:08 PM,NW,-114.117862460971,51.0568427462266,"(51.0568427462266, -114.117862460971)",1
Southbound Crowchild  Trail at Northland Drive NW,2 vehicle incident,04/07/2017 02:23:40 PM,04/07/2017 02:39:02 PM,NW,-114.142758725787,51.0933329181553,"(51.0933329181553, -114.142758725787)",1
Westbound 32 Avenue at 56 Street NE,2 vehicle incident blocking westbound and northbound lanes.,04/07/2017 03:11:32 PM,04/07/2017 03:13:12 PM,NE,-113.953004867024,51.081458053482,"(51.081458053482, -113.953004867024)",1
Dalhousie Drive at Dalton Drive NW,Incident involving a pedestrian,04/07/2017 02:54:56 PM,04/07/2017 03:13:12 PM,NW,-114.154781861185,51.1047795213047,"(51.1047795213047, -114.154781861185)",1
Southbound Deerfoot Trail after Peigan Trail SE,Multi vehicle incident blocking the left lane.,04/07/2017 03:36:46 PM,04/07/2017 03:48:22 PM,SE,-114.009791020255,51.0107049608108,"(51.0107049608108, -114.009791020255)",1
11 Street at 73 Avenue SE,2 vehicle incident,04/07/2017 03:46:14 PM,04/07/2017 03:48:22 PM,SE,-114.039730629807,50.9881381649718,"(50.9881381649718, -114.039730629807)",1
Northbound Deerfoot Trail approaching 17 Avenue SE,2 vehicle incident blocking the right lane.,04/07/2017 04:58:38 PM,04/07/2017 05:00:06 PM,SE,-113.997563110744,51.0317761963738,"(51.0317761963738, -113.997563110744)",1
16 Avenue and 47 Street SE,Incident involving a pedestrian.,04/08/2017 02:50:05 AM,04/08/2017 02:53:28 AM,SE,-113.965754902405,51.0393918134408,"(51.0393918134408, -113.965754902405)",1
24 Avenue and University Drive NW,Single vehicle incident.,04/08/2017 04:36:11 AM,04/08/2017 04:37:52 AM,NW,-114.12959625241,51.0744466426864,"(51.0744466426864, -114.12959625241)",1
4 Avenue at Centre Street S,2 vehicle incident,04/08/2017 07:59:48 AM,04/08/2017 08:00:35 AM,SE,-114.062732576575,51.0493287542224,"(51.0493287542224, -114.062732576575)",1
Memorial Drive at 68 Street NE,2 vehicle incident,04/08/2017 09:08:46 AM,04/08/2017 09:25:09 AM,NE,-113.935553325751,51.052473506141,"(51.052473506141, -113.935553325751)",1
Southbound Deerfoot Trail exit to 130 Avenue SE,Single vehicle incident,04/08/2017 09:23:34 AM,04/08/2017 09:25:09 AM,SE,-113.975935048429,50.934828065463,"(50.934828065463, -113.975935048429)",1
Northbound 36 Street at 16 Avenue NE,Multi vehicle incident blocking the right lane,04/08/2017 11:08:24 AM,04/08/2017 11:11:02 AM,NE,-113.981496234768,51.0655694782199,"(51.0655694782199, -113.981496234768)",1
Eastbound McKnight Boulevard approaching 4 Street NW,2 vehicle incident,04/08/2017 01:33:10 PM,04/08/2017 01:35:06 PM,NW,-114.076624280114,51.0959317540368,"(51.0959317540368, -114.076624280114)",1
Southbound Macleod Trail at Heritage Drive SW,2 vehicle incident.,04/08/2017 03:19:48 PM,04/08/2017 03:21:51 PM,SW,-114.071748860446,50.9803162120932,"(50.9803162120932, -114.071748860446)",1
Harvest Hills Link at Harvest Rose Circle NE,2 vehicle incident.,04/08/2017 07:23:05 PM,04/08/2017 07:24:52 PM,NE,-114.057452986343,51.1432784794772,"(51.1432784794772, -114.057452986343)",1
153 Avenue at Bannister Road SE,2 vehicle incident.,04/08/2017 07:24:55 PM,04/08/2017 07:26:08 PM,SE,-114.066497842975,50.9152008221743,"(50.9152008221743, -114.066497842975)",1
Shaganappi Trail exit to Crowchild Trail NW,2 vehicle incident,04/09/2017 12:44:37 PM,04/09/2017 12:46:03 PM,NW,-114.149496311709,51.096944993917,"(51.096944993917, -114.149496311709)",1
Westbound Glenmore Trail approaching Blackfoot Trail SE,Multi vehicle incident blocking the two right lanes.,04/09/2017 12:36:41 PM,04/09/2017 12:46:03 PM,SE,-114.043715634916,50.9945283213332,"(50.9945283213332, -114.043715634916)",1
Eastbound 162 Avenue overpass at Macleod Trail SE,2 vehicle incident.,04/09/2017 01:42:24 PM,04/09/2017 01:45:27 PM,SE,-114.062985058531,50.9045191217422,"(50.9045191217422, -114.062985058531)",1
Elbow Drive at 58 Avenue SW,2 vehicle incident.,04/09/2017 02:21:32 PM,04/09/2017 02:25:50 PM,SW,-114.081776678446,51.0015273918156,"(51.0015273918156, -114.081776678446)",1
Northbound Metis Trail at McKnight Boulevard NE,Multi vehicle incident.,04/09/2017 02:24:50 PM,04/09/2017 02:25:49 PM,NE,-113.989607026833,51.0955687653163,"(51.0955687653163, -113.989607026833)",1
Aero Drive at 19 Street NE,There is an incident involving a pedestrian.,04/09/2017 09:17:35 PM,04/09/2017 09:18:44 PM,NE,-114.013244938306,51.1375224138225,"(51.1375224138225, -114.013244938306)",1
Southbound Deerfoot Trail at 16 Avenue NE,Single vehicle incident.,04/10/2017 07:10:20 AM,04/10/2017 07:11:22 AM,NE,-114.028551292521,51.0673798693422,"(51.0673798693422, -114.028551292521)",1
Shawville Boulevard at Shawnessy Boulevard SE,2 vehicle incident.,04/10/2017 07:41:07 AM,04/10/2017 07:42:39 AM,SE,-114.069753115267,50.9129738237198,"(50.9129738237198, -114.069753115267)",1
Southbound Deerfoot Trail at Calfrobe Bridge SE,2 vehicle incident.,04/10/2017 08:49:58 AM,04/10/2017 08:51:22 AM,SE,-114.019128750248,51.0086463126447,"(51.0086463126447, -114.019128750248)",1
Southbound 52 Street at 16 Avenue NE,Multi vehicle incident.,04/10/2017 10:16:24 AM,04/10/2017 10:20:20 AM,NE,-113.958467602054,51.0686866760122,"(51.0686866760122, -113.958467602054)",1
Westbound Peigan Trail at Stoney Trail SE,2 vehicle incident.,04/10/2017 10:18:56 AM,04/10/2017 10:20:20 AM,SE,-113.930110217909,51.0150722933138,"(51.0150722933138, -113.930110217909)",1
Northbound 19 Street at 16 Avenue NW,2 vehicle incident.,04/10/2017 11:37:07 AM,04/10/2017 11:38:12 AM,NW,-114.106350217007,51.0669053616215,"(51.0669053616215, -114.106350217007)",1
23 Avenue and 24 Street NW,2 vehicle incident.,04/10/2017 03:47:24 PM,04/10/2017 03:48:25 PM,NW,-114.117545719119,51.0710098550261,"(51.0710098550261, -114.117545719119)",1
Deerfoot Trail and Memorial Drive NE,2 vehicle incident in the left lane of the southbound ramp of Deerfoot Trail between eastbound and westbound Memorial Drive.,04/10/2017 03:44:49 PM,04/10/2017 03:48:25 PM,NE,-114.018595228655,51.0485043793104,"(51.0485043793104, -114.018595228655)",1
Northbound 14 Street at Northmount Drive NW,2 vehicle incident.,04/10/2017 04:10:06 PM,04/10/2017 04:11:23 PM,NW,-114.094826583969,51.0829826382468,"(51.0829826382468, -114.094826583969)",1
11 Avenue and 8 Street SW,Two vehicle incident,04/10/2017 08:20:38 PM,04/10/2017 08:21:14 PM,SW,-114.081462741725,51.0428882832815,"(51.0428882832815, -114.081462741725)",1
Northbound Deerfoot Trail at 24 Street SE,Two vehicle incident,04/11/2017 06:45:33 AM,04/11/2017 06:54:46 AM,SE,-114.011069831956,50.9508144056894,"(50.9508144056894, -114.011069831956)",1
17 Avenue at 12 Street SW,Traffic signals are flashing red Crews have been dispatched,04/11/2017 06:48:18 AM,04/11/2017 06:54:46 AM,SW,-114.091688900952,51.0378220905184,"(51.0378220905184, -114.091688900952)",1
Eastbound Anderson Road approaching 14 Street SW,Two vehicle incident blocking the RHL,04/11/2017 08:31:45 AM,04/11/2017 08:41:17 AM,SW,-114.097344384191,50.9505907010468,"(50.9505907010468, -114.097344384191)",1
Eastbound Bow Trail at Rosscarrock Gate SW,Two vehicle incident,04/11/2017 09:04:18 AM,04/11/2017 09:07:20 AM,SW,-114.146950380322,51.0469426713826,"(51.0469426713826, -114.146950380322)",1
Westbound Stoney Trail at Sun Valley Boulevard SE,Two vehicle incident,04/11/2017 09:45:04 AM,04/11/2017 10:18:59 AM,SE,-114.036510250956,50.8929678760329,"(50.8929678760329, -114.036510250956)",1
Southbound 5 Street at 12 Avenue SW,Stalled vehicle,04/11/2017 10:52:36 AM,04/11/2017 10:53:09 AM,SW,-114.074146627015,51.0417337470191,"(51.0417337470191, -114.074146627015)",1
Eastbound Glenmore Trail approaching 14 Street SW,Two vehicle incident Blocking the left lane,04/11/2017 03:46:42 PM,04/11/2017 03:51:26 PM,SW,-114.101595818037,50.9963892678367,"(50.9963892678367, -114.101595818037)",1
Eastbound Glenmore Trail approaching Blackfoot Trail SE,Two vehicle incident Blocking the right lane,04/11/2017 03:22:13 PM,04/11/2017 03:51:26 PM,SE,-114.056911752152,50.9939810922884,"(50.9939810922884, -114.056911752152)",1
Bowness Road at 16 Avenue NW,Two vehicle incident,04/11/2017 04:32:58 PM,04/11/2017 04:34:15 PM,NW,-114.152846073026,51.0668929198708,"(51.0668929198708, -114.152846073026)",1
Westbound Crowchild Trail approaching 12 Mile Coulee Road NW,Multi-vehicle incident,04/11/2017 04:28:45 PM,04/11/2017 04:34:15 PM,NW,-114.257374268447,51.1428695480381,"(51.1428695480381, -114.257374268447)",1
25 Avenue at 4 Street SW,There is an incident involving a pedestrian,04/11/2017 05:10:58 PM,04/11/2017 05:13:21 PM,SW,-114.071508520442,51.0305779452201,"(51.0305779452201, -114.071508520442)",1
Canyon Meadows Drive at Bonaventure Drive SE,Multi-vehicle incident,04/11/2017 05:26:59 PM,04/11/2017 05:28:17 PM,SE,-114.063125058226,50.9302399586209,"(50.9302399586209, -114.063125058226)",1
Eastbound 64 Avenue at 9 Street NE,Two vehicle incident Blocking the right lane,04/11/2017 05:49:22 PM,04/11/2017 07:13:34 PM,NE,-114.041821774777,51.1106539204754,"(51.1106539204754, -114.041821774777)",1
Southbound 14 Street approaching Heritage Drive SW,Multi-vehicle incident Blocking the right lane,04/11/2017 05:39:55 PM,04/11/2017 07:13:34 PM,SW,-114.095669012174,50.9796309475335,"(50.9796309475335, -114.095669012174)",1
Harvest Hills Blvd at 96 Avenue NE,Two vehicle incident,04/11/2017 08:39:49 PM,04/11/2017 08:41:01 PM,NE,-114.069321455103,51.1424884257709,"(51.1424884257709, -114.069321455103)",1
Mcknight Boulevard and 68 Street NE,Two vehicle incident,04/11/2017 09:43:21 PM,04/11/2017 09:47:06 PM,NE,-113.937278593851,51.0961637010527,"(51.0961637010527, -113.937278593851)",1
Saddletowne Ci at 80 Avenue NE,There is an incident involving a pedestrian,04/11/2017 09:09:17 PM,04/11/2017 09:47:06 PM,NW,-113.950125794755,51.1252460415707,"(51.1252460415707, -113.950125794755)",1
25 Avenue and Spiller Road SE,Traffic signals are flashing red,04/11/2017 10:29:24 PM,04/11/2017 10:30:04 PM,SE,-114.052368492328,51.0293411201502,"(51.0293411201502, -114.052368492328)",1
128 Avenue and Barlow Trail NE,Single vehicle incident,04/12/2017 01:37:43 AM,04/12/2017 01:38:18 AM,NE,-113.993271661545,51.1688819002716,"(51.1688819002716, -113.993271661545)",1
Ogden Road and Millican Road SE,Single vehicle incident,04/12/2017 03:05:32 AM,04/12/2017 03:06:02 AM,SE,-114.009763764263,50.9996630685034,"(50.9996630685034, -114.009763764263)",1
Northbound Deerfoot Trail at Stoney Trail SE,Single vehicle incident blocking the right lane,04/12/2017 03:27:23 AM,04/12/2017 03:31:26 AM,SE,-113.986616334736,50.8983208574228,"(50.8983208574228, -113.986616334736)",1
Barlow Trail at Center Avenue SE,Two vehicle incident,04/12/2017 05:47:54 AM,04/12/2017 05:53:16 AM,NW,-114.001772887273,51.0523647740713,"(51.0523647740713, -114.001772887273)",1
48 Street at 90 Avenue SE,Two vehicle incident,04/12/2017 07:02:05 AM,04/12/2017 07:06:18 AM,SE,-113.964181512464,50.9722973659891,"(50.9722973659891, -113.964181512464)",1
Castleridge Boulevard at Westwinds Drive NE,Single vehicle incident,04/12/2017 07:44:37 AM,04/12/2017 07:46:15 AM,NE,-113.966780217837,51.1086176519583,"(51.1086176519583, -113.966780217837)",1
Northbound Deerfoot Trail at Calf Robe Bridge SE,Single vehicle incident,04/12/2017 09:45:53 AM,04/12/2017 09:49:00 AM,SE,-114.020735621822,51.0085315086266,"(51.0085315086266, -114.020735621822)",1
Northbound Macleod Trail at Lake Fraser Gate SE,Two vehicle incident,04/12/2017 11:50:55 AM,04/12/2017 11:55:50 AM,SE,-114.069497772377,50.9394548576621,"(50.9394548576621, -114.069497772377)",1
Northbound Macleod Trail at Lake Fraser Gate SE,Two vehicle incident,04/12/2017 11:59:28 AM,04/12/2017 12:00:57 PM,SE,-114.069497772377,50.9394548576621,"(50.9394548576621, -114.069497772377)",1
