INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,location,Count
Westbound Memorial Drive at Deerfoot Trail SE,2 vehicle incident.,12/18/2016 08:22:50 PM,12/18/2016 08:23:48 PM,SE,-114.019434255636,51.0488598764172,"(51.0488598764172, -114.019434255636)",1
Southbound Sarcee Trail at Crowchild Trail NW,2 vehicle incident.,12/19/2016 09:53:51 AM,12/19/2016 09:54:49 AM,NW,-114.180187767589,51.1120374189027,"(51.1120374189027, -114.180187767589)",1
Eastbound 17 Avenue at 47 Street SE,Single vehicle incident blocking the right lane.,12/19/2016 07:48:02 PM,12/19/2016 07:50:16 PM,SE,-113.96575605417,51.0378293065741,"(51.0378293065741, -113.96575605417)",1
Southbound Blackfoot Trail at Southland Drive SE,Single vehicle incident in the left turn lane.,12/19/2016 12:38:56 PM,12/19/2016 12:44:10 PM,SE,-114.039339977983,50.9656039185511,"(50.9656039185511, -114.039339977983)",1
Southbound Deerfoot Trail approaching Glenmore Trail SE,2 vehicle incident blocking the right lane.,12/19/2016 03:14:04 PM,12/19/2016 03:21:27 PM,SE,-114.033759167549,50.9980004299164,"(50.9980004299164, -114.033759167549)",1
Stoney Trail and Macleod Trail SE,Single vehicle incident on the ramp from eastbound Stoney Trail to southbound Macleod Trail.,12/19/2016 03:18:30 PM,12/19/2016 03:21:27 PM,SE,-114.054368856118,50.8907571238176,"(50.8907571238176, -114.054368856118)",1
Westbound 16 Avenue at 14 Street NW,2 vehicle incident blocking the left lane.,12/19/2016 03:51:33 PM,12/19/2016 03:53:08 PM,NW,-114.096037227896,51.0670177605415,"(51.0670177605415, -114.096037227896)",1
Northbound Macleod Trail at Lake Fraser Drive SE,2 vehicle incident blocking the right lane.,12/19/2016 03:27:59 PM,12/19/2016 03:53:08 PM,SE,-114.070362048172,50.9478732830099,"(50.9478732830099, -114.070362048172)",1
Brisebois Drive and Brentwood Road NW,The traffic lights are flashing red. Crews have been dispatched.,12/19/2016 04:03:16 PM,12/19/2016 04:18:31 PM,NW,-114.133663938031,51.0895833815508,"(51.0895833815508, -114.133663938031)",1
Eastbound Anderson Road at Elbow Drive SW,Multi-vehicle incident in the right lane.,12/19/2016 05:43:23 PM,12/19/2016 05:45:26 PM,SW,-114.086752591541,50.9503306107085,"(50.9503306107085, -114.086752591541)",1
Falshire Drive and 68 Street NE,2 vehicle incident in the intersection.,12/19/2016 05:42:07 PM,12/19/2016 05:45:26 PM,NE,-113.935135069757,51.1079392370061,"(51.1079392370061, -113.935135069757)",1
Old Banff Coach Road and 77 Street SW,Incident involving a pedestrian.,12/19/2016 06:28:08 PM,12/19/2016 06:36:55 PM,SW,-114.19944184899,51.0669589029871,"(51.0669589029871, -114.19944184899)",1
Southbound 14 Street past Beacham Road NW,Multi-vehicle incident.,12/19/2016 06:33:38 PM,12/19/2016 06:36:55 PM,NW,-114.093310826082,51.1224729448873,"(51.1224729448873, -114.093310826082)",1
Shawville Boulevard at Shawnessy Boulevard SE,2 vehicle incident.,12/20/2016 07:16:07 AM,12/20/2016 07:17:23 AM,SE,-114.069753115133,50.9129737338205,"(50.9129737338205, -114.069753115133)",1
Northbound Deerfoot Trail at 24 Street SE,2 vehicle incident.,12/20/2016 08:18:08 AM,12/20/2016 08:19:08 AM,NW,-114.011069831956,50.9508144056894,"(50.9508144056894, -114.011069831956)",1
Northbound Deerfoot Trail at Memorial Drive N,Single vehicle incident.,12/20/2016 08:31:49 AM,12/20/2016 08:47:52 AM,NW,-114.01841154799,51.0514102471159,"(51.0514102471159, -114.01841154799)",1
Centre Street at 30 Avenue NE,2 vehicle incident.,12/20/2016 10:51:24 AM,12/20/2016 10:52:09 AM,NE,-114.062532071236,51.0796282082302,"(51.0796282082302, -114.062532071236)",1
